,layer_id,name,D,M,N,Q,alpha,alpha_weighted,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,status,sv_max,sv_min,warning,weak_rank_loss,xmax,xmin
0,3,Embedding,0.07359278767463728,768,30522,39.7421875,3.0267653358110547,13.470692768648924,0.663236302330664,True,28217.87,embedding,13.470743343039903,4.785976,4.4505243,bert.embeddings.word_embeddings,768,61090.76,768,355,0,1,0.10756953501445558,28217.87,2.1649673,success,167.98175048828125,1.7026110887527466,,0,28217.869140625,36.34254837036133
1,4,Embedding,0.10000405519288835,512,768,1.5,1.7135292459105487,1.7078124826238776,0.6264303983208465,True,9.923474,embedding,2.467356573669849,2.0066278,0.99666375,bert.embeddings.position_embeddings,512,101.53775,512,311,0,1,0.04046053155122062,9.923474,10.232077,success,3.1501545906066895,0.019399207085371017,over-trained,0,9.923474311828613,0.012243149802088737
2,13,Linear,0.04152490564235012,768,768,1.0,2.9016275127217837,4.048979940540036,0.9104758527297802,True,24.855171,dense,4.74796912407276,3.0401304,1.3954169,bert.encoder.layer.0.attention.self.query,767,1096.807,768,92,1,1,0.19825837328499762,24.855171,44.12792,success,4.9854960441589355,0.00031478333403356373,,2,24.85517120361328,3.4018335342407227
3,14,Linear,0.04648043727899742,768,768,1.0,3.200556385088655,5.018097993702779,0.9095473526609367,True,36.972847,dense,5.305723691459154,3.0334482,1.567883,bert.encoder.layer.0.attention.self.key,768,1080.06,768,87,0,1,0.23592440840708923,36.972847,29.21225,success,6.080530166625977,0.001885223318822682,,0,36.97284698486328,3.582530975341797
4,15,Linear,0.09034635199418184,768,768,1.0,4.237743216767517,2.944639183717769,0.9363404342827575,True,4.952907,dense,3.979770876347503,2.6898773,0.6948602,bert.encoder.layer.0.attention.self.value,768,489.64026,768,60,0,1,0.41799085192788743,4.952907,98.85916,success,2.225512742996216,0.0010400249157100916,,0,4.952907085418701,2.1202175617218018
5,18,Linear,0.06020320212040331,768,768,1.0,2.517687156308794,2.273506310220557,0.9174045771332876,True,7.998597,dense,3.329899705150068,2.6827717,0.9030138,bert.encoder.layer.0.attention.output.dense,768,481.69446,768,138,0,1,0.12919411034565345,7.998597,60.222366,success,2.828179121017456,0.0009122061310335994,,1,7.998597145080566,1.038590431213379
6,22,Linear,0.05879472239809658,768,3072,4.0,3.360339893667743,7.445343769064376,0.971158040584694,True,164.30537,dense,7.511696243149476,3.5191166,2.215652,bert.encoder.layer.0.intermediate.dense,768,3304.5815,768,223,0,1,0.15806005008654392,164.30537,20.112438,success,12.81816577911377,0.4607964754104614,,0,164.3053741455078,4.786999702453613
7,25,Linear,0.036408570456866074,768,3072,4.0,3.560886933260196,6.0891651836633605,1.0007218748966735,True,51.28774,dense,6.347598096627997,3.4817808,1.7100136,bert.encoder.layer.0.output.dense,768,3032.3586,768,32,0,1,0.4527051290900765,51.28774,59.124435,success,7.161545753479004,0.39791420102119446,,0,51.28773880004883,9.07934284210205
8,31,Linear,0.04437388889165861,768,768,1.0,2.728795497853375,3.558014001847247,0.9150873814536187,True,20.131542,dense,4.497389982778117,3.0282757,1.3038771,bert.encoder.layer.1.attention.self.query,767,1067.273,768,134,1,1,0.14934518448827386,20.131542,53.01496,success,4.486818790435791,0.00012720243830699474,,1,20.131542205810547,2.4236080646514893
9,32,Linear,0.03181223768755648,768,768,1.0,2.7074125175311057,4.150146106724818,0.9030771631368296,True,34.11008,dense,4.674615988053403,3.0280855,1.5328828,bert.encoder.layer.1.attention.self.key,767,1066.8054,768,110,1,1,0.16279539598755433,34.11008,31.275372,success,5.840383529663086,0.00035155779914930463,,1,34.11008071899414,2.7369325160980225
