,layer_id,name,D,M,N,Q,alpha,alpha_weighted,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,status,sv_max,sv_min,warning,weak_rank_loss,xmax,xmin
0,3,Embedding,0.07359278767463728,768,30522,39.7421875,3.0267653358110547,13.470692768648924,0.663236302330664,True,28217.87,embedding,13.470743343039903,4.785976,4.4505243,bert.embeddings.word_embeddings,768,61090.76,768,355,0,1,0.10756953501445558,28217.87,2.1649673,success,167.98175048828125,1.7026110887527466,,0,28217.869140625,36.34254837036133
1,4,Embedding,0.10000405519288835,512,768,1.5,1.7135292459105487,1.7078124826238776,0.6264303983208465,True,9.923474,embedding,2.467356573669849,2.0066278,0.99666375,bert.embeddings.position_embeddings,512,101.53775,512,311,0,1,0.04046053155122062,9.923474,10.232077,success,3.1501545906066895,0.019399207085371017,over-trained,0,9.923474311828613,0.012243149802088737
2,13,Linear,0.04155553623667274,768,768,1.0,2.903136983765039,4.05070974586089,0.9104684587780592,True,24.84775,dense,4.749695732830358,3.0401452,1.3952872,bert.encoder.layer.0.attention.self.query,767,1096.8444,768,92,1,1,0.1984157465200579,24.84775,44.142605,success,4.9847517013549805,6.117503653513268e-05,,2,24.847749710083008,3.403656005859375
3,14,Linear,0.04640786842124911,768,768,1.0,3.2055831866873876,5.0269966747009684,0.9095366586536622,True,36.999874,dense,5.313040215176459,3.0334542,1.5682003,bert.encoder.layer.0.attention.self.key,768,1080.075,768,87,0,1,0.2364633381075036,36.999874,29.191315,success,6.082752227783203,0.0021800168324261904,,0,36.999874114990234,3.5865213871002197
4,15,Linear,0.09162856374352546,768,768,1.0,4.255038532061292,2.956117306818875,0.93631201262584,True,4.951461,dense,3.98986159381448,2.6899207,0.6947334,bert.encoder.layer.0.attention.self.value,768,489.68936,768,58,0,1,0.42740749846591586,4.951461,98.89796,success,2.2251877784729004,0.0009456098196096718,,1,4.951460838317871,2.1469922065734863
5,18,Linear,0.059651909746527454,768,768,1.0,2.5200112269323154,2.27566445905695,0.9173855575901483,True,7.9990315,dense,3.33146021131108,2.6828048,0.9030374,bert.encoder.layer.0.attention.output.dense,768,481.73108,768,138,0,1,0.12939194837527518,7.9990315,60.223675,success,2.8282558917999268,0.0007755655096843839,,1,7.9990315437316895,1.0397077798843384
6,22,Linear,0.05858438803675392,768,3072,4.0,3.366196033952395,7.4565131696641975,0.9711807922646003,True,164.10254,dense,7.5228013594295,3.5191042,2.2151155,bert.encoder.layer.0.intermediate.dense,768,3304.4873,768,223,0,1,0.15845220624557388,164.10254,20.136723,success,12.810251235961914,0.46101802587509155,,0,164.1025390625,4.792028427124023
7,25,Linear,0.03659420479948805,768,3072,4.0,3.5577845188289463,6.084618765112344,1.0007157742884967,True,51.312943,dense,6.343436497542517,3.481787,1.7102269,bert.encoder.layer.0.output.dense,768,3032.4026,768,32,0,1,0.4521566945194796,51.312943,59.096252,success,7.163305282592773,0.39770734310150146,,0,51.31294250488281,9.07535457611084
8,31,Linear,0.04445658743494152,768,768,1.0,2.728322761538525,3.5585424615763666,0.9148950740168158,True,20.151005,dense,4.497032781100767,3.0282648,1.3042967,bert.encoder.layer.1.attention.self.query,768,1067.2458,768,134,0,1,0.1493043462906714,20.151005,52.962414,success,4.488986968994141,0.0005194867844693363,,1,20.151004791259766,2.4231512546539307
9,32,Linear,0.03234131422480779,768,768,1.0,2.7071215858638844,4.149392596092302,0.9028855603037854,True,34.10116,dense,4.674328607568722,3.0280845,1.5327692,bert.encoder.layer.1.attention.self.key,768,1066.8035,768,110,0,1,0.1627676567414821,34.10116,31.283497,success,5.8396196365356445,0.0007595033384859562,,1,34.101158142089844,2.7366480827331543
