,layer_id,name,D,M,N,Q,alpha,alpha_weighted,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,status,sv_max,sv_min,warning,weak_rank_loss,xmax,xmin
0,3,Embedding,0.07359278767463728,768,30522,39.7421875,3.0267653358110547,13.470692768648924,0.663236302330664,True,28217.87,embedding,13.470743343039903,4.785976,4.4505243,bert.embeddings.word_embeddings,768,61090.76,768,355,0,1,0.10756953501445558,28217.87,2.1649673,success,167.98175048828125,1.7026110887527466,,0,28217.869140625,36.34254837036133
1,4,Embedding,0.10000405519288835,512,768,1.5,1.7135292459105487,1.7078124826238776,0.6264303983208465,True,9.923474,embedding,2.467356573669849,2.0066278,0.99666375,bert.embeddings.position_embeddings,512,101.53775,512,311,0,1,0.04046053155122062,9.923474,10.232077,success,3.1501545906066895,0.019399207085371017,over-trained,0,9.923474311828613,0.012243149802088737
2,13,Linear,0.041366108071163754,768,768,1.0,2.8925907745871084,4.036131650654732,0.9106483933689435,True,24.85046,dense,4.737800312527776,3.0401583,1.3953345,bert.encoder.layer.0.attention.self.query,766,1096.8774,768,94,2,1,0.19520583353825305,24.85046,44.139122,success,4.985023498535156,2.7138115910929628e-05,,2,24.850460052490234,3.355412244796753
3,14,Linear,0.046416829590546604,768,768,1.0,3.205469238737796,5.026617749710191,0.9095384529501848,True,36.99455,dense,5.312644495529264,3.0334723,1.5681379,bert.encoder.layer.0.attention.self.key,768,1080.1204,768,87,0,1,0.236451121604996,36.99455,29.196743,success,6.082314491271973,0.002191683044657111,,0,36.99454879760742,3.5866951942443848
4,15,Linear,0.09198209468273,768,768,1.0,4.257152664270418,2.9581245142024146,0.936311294907231,True,4.952903,dense,3.9910520927290833,2.6899326,0.69485986,bert.encoder.layer.0.attention.self.value,768,489.70267,768,58,0,1,0.42768509762489004,4.952903,98.87185,success,2.2255117893218994,0.0009699887596070766,,1,4.952902793884277,2.14753794670105
5,18,Linear,0.05967199074550872,768,768,1.0,2.522602664014799,2.2789714310504965,0.9173973281753364,True,8.006094,dense,3.333070073065714,2.6828492,0.9034207,bert.encoder.layer.0.attention.output.dense,768,481.78027,768,137,0,1,0.1300847245660984,8.006094,60.176693,success,2.8295042514801025,0.0008297164458781481,,1,8.006093978881836,1.0460480451583862
6,22,Linear,0.059285367351137874,768,3072,4.0,3.3563865099686145,7.4351024300885316,0.9711760553217808,True,164.13838,dense,7.501956669249544,3.5191123,2.2152104,bert.encoder.layer.0.intermediate.dense,768,3304.5498,768,223,0,1,0.1577953119328687,164.13838,20.132706,success,12.811650276184082,0.46088674664497375,,0,164.1383819580078,4.783777236938477
7,25,Linear,0.036214074533376994,768,3072,4.0,3.5580843269173785,6.084607671437651,1.0007228079308652,True,51.295544,dense,6.343396550488522,3.4817994,1.7100797,bert.encoder.layer.0.output.dense,768,3032.4883,768,32,0,1,0.45220969360257585,51.295544,59.117966,success,7.16209077835083,0.39819055795669556,,0,51.2955436706543,9.074973106384277
8,31,Linear,0.04534579270348016,768,768,1.0,2.72817903166853,3.5588525883313715,0.9148924902298232,True,20.159468,dense,4.497010197065372,3.0282815,1.3044791,bert.encoder.layer.1.attention.self.query,768,1067.2869,768,134,0,1,0.14929192992102125,20.159468,52.942215,success,4.489929676055908,0.0006520317983813584,,1,20.159467697143555,2.4231245517730713
9,32,Linear,0.032066762863483866,768,768,1.0,2.7091876169289257,4.152457289417003,0.9030644570256198,True,34.0982,dense,4.676907322890939,3.02809,1.5327315,bert.encoder.layer.1.attention.self.key,767,1066.8169,768,110,1,1,0.1629646450743557,34.0982,31.286602,success,5.839366436004639,0.00025471081607975066,,1,34.098201751708984,2.738633871078491
