,layer_id,name,D,M,N,Q,alpha,alpha_weighted,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,status,sv_max,sv_min,warning,weak_rank_loss,xmax,xmin
0,3,Embedding,0.07359278767463728,768,30522,39.7421875,3.0267653358110547,13.470692768648924,0.663236302330664,True,28217.87,embedding,13.470743343039903,4.785976,4.4505243,bert.embeddings.word_embeddings,768,61090.76,768,355,0,1,0.10756953501445558,28217.87,2.1649673,success,167.98175048828125,1.7026110887527466,,0,28217.869140625,36.34254837036133
1,4,Embedding,0.10000405519288835,512,768,1.5,1.7135292459105487,1.7078124826238776,0.6264303983208465,True,9.923474,embedding,2.467356573669849,2.0066278,0.99666375,bert.embeddings.position_embeddings,512,101.53775,512,311,0,1,0.04046053155122062,9.923474,10.232077,success,3.1501545906066895,0.019399207085371017,over-trained,0,9.923474311828613,0.012243149802088737
2,13,Linear,0.041366108071163754,768,768,1.0,2.8925907745871084,4.036131650654732,0.9106483933689435,True,24.85046,dense,4.737800312527776,3.0401583,1.3953345,bert.encoder.layer.0.attention.self.query,766,1096.8774,768,94,2,1,0.19520583353825305,24.85046,44.139122,success,4.985023498535156,2.7138115910929628e-05,,2,24.850460052490234,3.355412244796753
3,14,Linear,0.046416829590546604,768,768,1.0,3.205469238737796,5.026617749710191,0.9095384529501848,True,36.99455,dense,5.312644495529264,3.0334723,1.5681379,bert.encoder.layer.0.attention.self.key,768,1080.1204,768,87,0,1,0.236451121604996,36.99455,29.196743,success,6.082314491271973,0.002191683044657111,,0,36.99454879760742,3.5866951942443848
4,15,Linear,0.09198209468273,768,768,1.0,4.257152664270418,2.9581245142024146,0.936311294907231,True,4.952903,dense,3.9910520927290833,2.6899326,0.69485986,bert.encoder.layer.0.attention.self.value,768,489.70267,768,58,0,1,0.42768509762489004,4.952903,98.87185,success,2.2255117893218994,0.0009699887596070766,,1,4.952902793884277,2.14753794670105
5,18,Linear,0.05877257594858176,768,768,1.0,2.5204938909347394,2.2759813380674223,0.9173855575901483,True,7.9981627,dense,3.3318212061399,2.6828408,0.9029902,bert.encoder.layer.0.attention.output.dense,768,481.7711,768,138,0,1,0.12943303546369775,7.9981627,60.235218,success,2.8281023502349854,0.0005150061333552003,,1,7.998162746429443,1.0400325059890747
6,22,Linear,0.05876363087765846,768,3072,4.0,3.364518956200859,7.453044512958411,0.9711850985762545,True,164.13025,dense,7.519353852059317,3.5191123,2.2151887,bert.encoder.layer.0.intermediate.dense,768,3304.5498,768,223,0,1,0.15833990081273433,164.13025,20.133703,success,12.811332702636719,0.46111536026000977,,0,164.1302490234375,4.790628910064697
7,25,Linear,0.03666790045117052,768,3072,4.0,3.5584073859049195,6.086022516919394,1.0007154154291922,True,51.32418,dense,6.344702717607611,3.4818172,1.710322,bert.encoder.layer.0.output.dense,768,3032.6138,768,32,0,1,0.4522668029027792,51.32418,59.087425,success,7.164089679718018,0.3976452350616455,,0,51.324180603027344,9.07630443572998
8,31,Linear,0.044334244433747005,768,768,1.0,2.7294737357678436,3.561892800227465,0.9150613231577477,True,20.18246,dense,4.498592478660491,3.0282612,1.3049742,bert.encoder.layer.1.attention.self.query,767,1067.2372,768,134,1,1,0.14940377532020802,20.18246,52.879436,success,4.492489337921143,0.00019294462981633842,,1,20.18246078491211,2.4240286350250244
9,32,Linear,0.03218683505628883,768,768,1.0,2.7085095278343587,4.150896833372104,0.9028796750111914,True,34.0831,dense,4.6761249769517175,3.0280576,1.5325391,bert.encoder.layer.1.attention.self.key,768,1066.7372,768,110,0,1,0.1628999918159712,34.0831,31.298128,success,5.838073253631592,0.0007336554699577391,,1,34.083099365234375,2.7376606464385986
